Id	Prompt	Wavfile	Transcription	language	meaning
4434	Frag: Wo ist Piccadilly Circus?	4434.wav	where is the piccadilly circus	incorrect	correct
4435	Frag: Wo ist Piccadilly Circus?	4435.wav	where is the piccadilly bill	incorrect	incorrect
4436	Sag: Es ist nahe der Bank of England	4436.wav	it's near the bank of england near the bank england	incorrect	correct
4437	Sag: Es ist nahe der Bank of England	4437.wav	it is near the bank of england	correct	correct
4438	Sag: Mir geht es gut	4438.wav	i'm good	correct	correct
4439	Frag: Stiefel	4439.wav	i would like some boots	correct	correct
4440	Frag: weisse Stiefel	4440.wav	i would like white boots	correct	correct
4441	Frag: weisse Stiefel	4441.wav	i would like white boots	correct	correct
4442	Frag: Grösse 42	4442.wav	question forty-two	incorrect	incorrect
4443	Frag: ein T-Shirt	4443.wav	i would like a t-shirt	correct	correct
4444	Frag: ein T-Shirt	4444.wav	i would like a t-shirt	correct	correct
4445	Frag: ein gelbes T-Shirt	4445.wav	i would like a yellow t-shirt	correct	correct
4446	Frag: eine S	4446.wav	small	correct	correct
4447	Frag: Wie viel kostet das T-Shirt?	4447.wav	how much is this tee shirt	correct	correct
4449	Sag: Dies ist zu teuer	4449.wav	this is too cher	incorrect	incorrect
4450	Sag: Dies ist zu teuer	4450.wav	it's too expensive	correct	correct
4451	Sag: Mir geht es gut	4451.wav	i'm good	correct	correct
4452	Frag: Sandalen	4452.wav	i am looking for sandals	correct	correct
4453	Frag: blaue Sandalen	4453.wav	i would like blue sandals	correct	correct
4454	Frag: blaue Sandalen	4454.wav	blue sandals please	correct	correct
4455	Frag: Grösse 43	4455.wav	question forty three	incorrect	incorrect
4456	Frag: Grösse 43	4456.wav	i am a forty-two	incorrect	incorrect
4457	Frag: ein Hemd	4457.wav	i want a shirt	correct	correct
4458	Frag: ein Hemd	4458.wav	i want a shirt	correct	correct
4459	Frag: ein pinkiges Hemd	4459.wav	i would like a pink shirt	correct	correct
4460	Frag: eine L	4460.wav	big	incorrect	correct
4461	Sag: Dies ist zu eng	4461.wav	 is it too tight	correct	correct
4462	Sag: Dies ist zu eng	4462.wav	this is too tight	correct	correct
4463	Sag du möchtest nicht: dieses Hemd	4463.wav	i do not want this shirt	correct	correct
4464	Sag, dass du es nicht möchtest	4464.wav	no i do not want it	correct	correct
4465	Sag: Ich habe keine Reservation	4465.wav	i have not a reservation	incorrect	correct
4466	Sag: Ich habe keine Reservation	4466.wav	you can't ask help at the silver level	incorrect	incorrect
4468	Frag: ein Ticket zum Piccadilly Circus	4468.wav	i want a ticket to piccadilly circus	correct	correct
4470	Frag: 4 Tickets nach London	4470.wav	i want four tickets to london	correct	correct
4471	Frag: 4 Tickets nach London	4471.wav	i would like	incorrect	incorrect
4472	Frag: 4 Tickets nach London	4472.wav	i would like four tickets to london	correct	correct
4473	Sag: Ich möchte am Dienstagabend abreisen	4473.wav	i want to leave on tuesday evening	correct	correct
4474	Sag: Ich heisse Nick	4474.wav	my name is nick	correct	correct
4475	Sag: Ich bin aus Österreich	4475.wav	i am from austria	correct	correct
4476	Frag: 2 Tickets nach London	4476.wav	i would like two tickets to london	correct	correct
4477	Sag: Ich möchte am Sonntag abreisen	4477.wav	i want to leave on sunday	correct	correct
4478	Sag: Ich heisse Patrick	4478.wav	my name is patrick	correct	correct
4479	Frag: 3 Tickets nach London	4479.wav	can i have three tickets to london	correct	correct
4480	Sag: Ich möchte am Samstagabend abreisen	4480.wav	i like to leave at sat saturday evening	incorrect	correct
4481	Sag: Ich heisse Barbara	4481.wav	my name is barbara	correct	correct
4482	Sag: Ich bin aus Spanien	4482.wav	i am from espanien	incorrect	correct
4483	Sag: Ich bin aus Spanien	4483.wav	i am from espania	incorrect	correct
4484	Sag: Ich heisse James	4484.wav	my name is james	correct	correct
4485	Sag: Ich bin aus Italien	4485.wav	i am from italia	incorrect	incorrect
4486	Sag: Die Hauptstadt von Italien ist Rom	4486.wav	the capital of italian is rome	incorrect	correct
4487	Sag: Ich habe 4 Schwestern	4487.wav	i have four siblings	incorrect	incorrect
4488	Sag: Ich habe 4 Schwestern	4488.wav	i have four sisters	correct	correct
4489	Sag: Ich gehe in die Ferien	4489.wav	i go on the holiday	incorrect	correct
4490	Sag: Dies ist mein Pass	4490.wav	yes this is my passport	correct	correct
4491	Sag: Ich heisse Silvia	4491.wav	my name is silvia	correct	correct
4492	Sag: Ich bin aus Spanien	4492.wav	i'm from espania	incorrect	correct
4493	Sag: Die Hauptstadt von Spanien ist Madrid	4493.wav	the capital of espania is madrid	incorrect	correct
4494	Sag: Ich habe 4 ältere Schwestern	4494.wav	i have four older sisters	correct	correct
4496	Sag: Dies ist mein Pass	4496.wav	yes this is my passport	correct	correct
4497	Sag: Ich heisse Erica	4497.wav	my name is erica	correct	correct
4498	Sag: Ich bin aus Australien	4498.wav	i am from australia	correct	correct
4499	Sag: Ich heisse Mona	4499.wav	my name is mona	correct	correct
4500	Sag: Ich bin aus Amerika	4500.wav	i am from america	correct	correct
4501	Sag: Ich heisse Michelle	4501.wav	my name is michelle	correct	correct
4502	Sag: Ich bin aus England	4502.wav	i am from england	correct	correct
4503	Sag: Ich heisse Jack	4503.wav	my name is jack	correct	correct
4504	Sag: Ich bin aus Schottland	4504.wav	i am from scotland	correct	correct
4505	Sag: Ich heisse Jack	4505.wav	my name is jack	correct	correct
4506	Sag: Ich bin aus Österreich	4506.wav	i am from austria	correct	correct
4507	Sag: Österreich ist nicht in Afrika	4507.wav	austria isn't in africa	correct	correct
4508	Sag: Österreich ist in Europa	4508.wav	austria is in europe	correct	correct
4509	Sag: Das ist okay	4509.wav	that is okay	correct	correct
4510	Sag: Das ist okay	4510.wav	that is okay	correct	correct
4511	Sag: Das ist okay	4511.wav	that is okay	correct	correct
4512	Sag: Die Hauptstadt von Österreich ist Wien	4512.wav	the capital of austria is wien	incorrect	correct
4513	Sag: Ich habe eine ältere Schwester	4513.wav	i have three older sisters	incorrect	incorrect
4514	Sag: Ich habe eine ältere Schwester	4514.wav	i have three older sisters	incorrect	incorrect
4515	Sag: Ich habe eine ältere Schwester	4515.wav	i have three older sisters	incorrect	incorrect
4517	Sag: Dies ist mein Pass	4517.wav	this is my passport	correct	correct
4518	Sag: Dies ist mein Pass	4518.wav	yes this is my passport	correct	correct
4519	Frag: ein Ticket zum Green Park	4519.wav	can i have a ticket to the green park	incorrect	correct
4520	Sag: Ich möchte mit Kreditkarte bezahlen	4520.wav	i like to pay with credit card	incorrect	correct
4521	Sag: Ich möchte mit Pfund bezahlen	4521.wav	i like to buy with pounds	incorrect	correct
4522	Sag: Ich habe nur grosse Noten	4522.wav	i have only great note	incorrect	incorrect
4523	Sag: Ich habe nur grosse Noten	4523.wav	i only have large notes	correct	correct
4524	Frag: Wo ist der Geldautomat?	4524.wav	euh where is the atm	correct	correct
4525	Frag: Wo ist der Geldautomat?	4525.wav	where is the a t m	correct	correct
4526	Frag: ein Ticket zum Trafalgar Square	4526.wav	can i have a ticket to the travel squares	incorrect	incorrect
4527	Sag: Ich möchte mit Postkarte bezahlen	4527.wav	i like to pay by post card	incorrect	correct
4528	Sag: Ich möchte mit Schweizer Franken bezahlen	4528.wav	i like to pay by swiss francs	incorrect	correct
4529	Sag: Ich möchte mit Schweizer Franken bezahlen	4529.wav	i like pay with swiss francs	incorrect	correct
4530	Sag: Ich möchte mit Schweizer Franken bezahlen	4530.wav	can i pay with swiss francs	correct	correct
4531	Sag: Ich habe kleinere Note	4531.wav	i have smaller notes	correct	correct
4532	Frag: ein Ticket nach Notting Hill	4532.wav	can i have a ticket to notting hill	correct	correct
4533	Sag: Ich möchte mit Visa bezahlen	4533.wav	can i pay with vi visa	correct	correct
4534	Sag: Ich möchte mit Euros bezahlen	4534.wav	can i pay with euros	correct	correct
4535	Sag: Ich habe nur grosse Noten	4535.wav	i have only big notes	correct	correct
4536	Sag: Ich habe nur grosse Noten	4536.wav	i only have big notes	correct	correct
4538	Sag: Kann ich mit Kreditkarte bezahlen	4538.wav	can i pay with credit card	incorrect	correct
4539	Sag: Kann ich mit Kreditkarte bezahlen	4539.wav	can i pay with credit card	incorrect	correct
4540	Sag: Kann ich mit Kreditkarte bezahlen	4540.wav	i like to pay with credit card	incorrect	correct
4541	Frag: 3 Musical-Tickets	4541.wav	can i have three musical tickets	correct	correct
4542	Frag: ein Ticket für Donnerstagabend	4542.wav	i like to go at tuesday evening	incorrect	incorrect
4544	Frag: 3 Tickets für Wicked	4544.wav	can i have three tickets for wicked	correct	correct
4545	Sag: Ich möchte in der vierten Reihe sitzen	4545.wav	i would like to sit in the fourth row	correct	correct
4546	Frag: Tickets für das Naturhistorische Museum	4546.wav	can i have tickets for the natural museum	incorrect	incorrect
4547	Frag: 2 Tickets	4547.wav	can i have two tickets	correct	correct
4548	Frag: 1 Musical-Ticket	4548.wav	can i have one musical ticket	correct	correct
4549	Frag: ein Ticket für Freitagabend	4549.wav	i like to go at friday night	incorrect	correct
4550	Frag: ein Ticket für Freitagabend	4550.wav	can i have a ticket for friday night	correct	correct
4551	Frag: ein Ticket für Freitagabend	4551.wav	i couldn't understand you	incorrect	incorrect
4552	Frag: ein Ticket für Billy Elliot	4552.wav	can i have a ticket for billy elliot	correct	correct
4553	Sag: Ich möchte vorne sitzen	4553.wav	i like to sat on the first row	incorrect	correct
4554	Sag: Ich möchte vorne sitzen	4554.wav	i like to sit in the first row	incorrect	correct
4556	Frag: Tickets für die National Gallery	4556.wav	can i have tickets for the national gallery	correct	correct
4557	Frag: 4 Tickets	4557.wav	can i have four tickets	correct	correct
4558	Frag: 4 Musical-Tickets	4558.wav	can i have four musical tickets	correct	correct
4559	Sag: Ich möchte am Dienstagabend gehen	4559.wav	i like to go at tuesday night	incorrect	correct
4560	Frag: 4 Tickets für Wicked	4560.wav	can i have four tickets for wicked	correct	correct
4562	Frag: Tickets für die National Gallery	4562.wav	can i have tickets for the national gallery	correct	correct
4563	Frag: 3 Tickets	4563.wav	can i have three tickets	correct	correct
4564	Frag: einen Tee	4564.wav	can i have a tea	correct	correct
4565	Frag: einen Tee	4565.wav	i would like a tea	correct	correct
4566	Frag: einen Hamburger	4566.wav	i would like a hamburger	correct	correct
4567	Frag: meinen Hamburger medium	4567.wav	i would like my hamburger medium	correct	correct
4568	Frag: etwas Knoblauchbrot	4568.wav	i would like some garlic bread	correct	correct
4569	Frag: Ich möchte die Dessertkarte	4569.wav	can i have the dessert card	incorrect	correct
4570	Frag: Ich möchte die Dessertkarte	4570.wav	i would like the dessert card	incorrect	correct
4571	Frag: Ich möchte die Dessertkarte	4571.wav	the dessert menu please	correct	correct
4572	Frag: ein Wasser ohne Kohlensäure	4572.wav	can i have a still water	correct	correct
4573	Frag: den Sonntagsbraten	4573.wav	i would like the sunday roast	correct	correct
4574	Frag: den Sonntagsbraten	4574.wav	can i have the sunday roast	correct	correct
4575	Frag: meinen Sonntagsbraten medium	4575.wav	i like my sunday roast medium	correct	correct
4576	Frag: Pilze	4576.wav	can i have some mushrooms	correct	correct
4577	Sag: Dies ist nicht was ich bestellt habe	4577.wav	this is not what i ordered	correct	correct
4578	Frag: Ich möchte die Dessertkarte	4578.wav	can i have the dessert menu	correct	correct
4579	Frag: Ich möchte die Dessertkarte	4579.wav	can i have the dessert menu please	correct	correct
4580	Frag: Custard Tart	4580.wav	i would like the custard tart	correct	correct
4581	Frag: Ich möchte die Rechnung	4581.wav	can i have the bill	correct	correct
4582	Sag: Ich möchte mit Kreditkarte bezahlen	4582.wav	i like to pay by credit card	incorrect	correct
4583	Frag: eine Fanta	4583.wav	can i have a fanta	correct	correct
4584	Frag: ein Steak	4584.wav	can i have a steak	correct	correct
4585	Frag: mein Steak medium	4585.wav	i like my steak medium	correct	correct
4586	Frag: Bohnen	4586.wav	i would like bones	incorrect	incorrect
4587	Frag: Bohnen	4587.wav	i would like some beans	correct	correct
4588	Frag: Ich möchte die Dessertkarte	4588.wav	can i have the dessert menu	correct	correct
4589	Frag: Ich möchte die Dessertkarte	4589.wav	can i have the dessert menu	correct	correct
4590	Frag: Ich möchte die Dessertkarte	4590.wav	the dessert menu please	correct	correct
4591	Frag: eine Cola	4591.wav	can i have a coke	correct	correct
4592	Frag: ein Steak	4592.wav	can i have a steak	correct	correct
4593	Frag: ein Steak	4593.wav	can i have the steak	correct	correct
4594	Frag: ein Steak	4594.wav	i would like the steak	correct	correct
4595	Frag: mein Steak durchgebraten	4595.wav	i would like my steak well done	correct	correct
4596	Frag: mein Steak durchgebraten	4596.wav	i would like my steak well down	incorrect	correct
4597	Frag: die Tagessuppe	4597.wav	can i have the soup of the day	correct	correct
4598	Sag: Dies ist nicht was ich bestellt habe	4598.wav	that's not what i ordered	correct	correct
4599	Sag: Dies ist nicht was ich bestellt habe	4599.wav	that is not what i order	incorrect	correct
4600	Sag: Dies ist nicht was ich bestellt habe	4600.wav	this is not what i ordered	correct	correct
4601	Frag: Ich möchte die Dessertkarte	4601.wav	can i have the dessert menu please can i have the dessert menu please	correct	correct
4602	Frag: Ich möchte die Dessertkarte	4602.wav	can i have the dessert menu	correct	correct
4603	Frag: Custard Tart	4603.wav	i would like the custard tart	correct	correct
4604	Frag: Ich möchte die Rechnung	4604.wav	can i have the bill	correct	correct
4605	Sag: Ich möchte mit Kreditkarte bezahlen	4605.wav	i like to pay with credit card	incorrect	correct
4606	Frag: eine Limonade	4606.wav	can i have a lemonade	correct	correct
4607	Frag: ein Steak	4607.wav	can i have the steak	correct	correct
4608	Frag: mein Steak rare	4608.wav	i like my steak rare	correct	correct
4609	Frag: etwas Knoblauchbrot	4609.wav	can i have a cursy bread	incorrect	incorrect
4610	Frag: etwas Knoblauchbrot	4610.wav	can i have a bit percy bread	incorrect	incorrect
4611	Frag: etwas Knoblauchbrot	4611.wav	can i have a bit toast bread	incorrect	incorrect
4612	Sag: Dies ist nicht was ich bestellt habe	4612.wav	this is not what what i ordered	correct	correct
4613	Frag: Ich möchte die Dessertkarte	4613.wav	can i have the dessert menu	correct	correct
4614	Frag: Ich möchte die Dessertkarte	4614.wav	can i have the dessert menu please	correct	correct
4615	Frag: Ich möchte die Dessertkarte	4615.wav	can i have the dessert menu please	correct	correct
4617	Frag: Zitronenkuchen	4617.wav	i would like a citro cake	incorrect	incorrect
4618	Frag: Zitronenkuchen	4618.wav	i would like the cake of citro	incorrect	incorrect
4619	Frag: Ich möchte die Rechnung	4619.wav	can i have the bill	correct	correct
4620	Sag: Ich möchte mit Kreditkarte bezahlen	4620.wav	i like to pay with credit card	incorrect	correct
4621	Sag: Ich möchte mit Kreditkarte bezahlen	4621.wav	i would like to pay with credit card	incorrect	correct
4622	Frag: Wo ist die National Gallery?	4622.wav	where is the national gallery	correct	correct
4623	Frag: Wo ist Piccadilly Circus?	4623.wav	where is the piccadilly circus	incorrect	correct
4624	Frag: Wo ist Piccadilly Circus?	4624.wav	could you give me directions to piccadilly circus	correct	correct
4625	Frag: Welcher Bus fährt dorthin?	4625.wav	which bus can i take	correct	correct
4627	Frag: Wo ist das Science Museum?	4627.wav	where is the science museum	correct	correct
4628	Frag: Wo ist das London Eye?	4628.wav	where is the london eye	correct	correct
4629	Frag: Welcher Bus fährt dorthin?	4629.wav	which bus can i take	correct	correct
4630	Sag: Der Tower ist nahe der Tower Bridge	4630.wav	the tower is near the tower bridge	correct	correct
4631	Sag: Ich weiss es nicht	4631.wav	i don't know	correct	correct
4632	Sag: Ich muss gehen	4632.wav	i'd like to go	correct	correct
4634	Frag: Wo ist das Science Museum?	4634.wav	where is the science museum	correct	correct
4635	Sag: Marble Arch ist gegenüber dem Hyde Park	4635.wav	the marble arch is across the hyde park	incorrect	incorrect
4636	Sag: Marble Arch ist gegenüber dem Hyde Park	4636.wav	the marble parch nei	incorrect	incorrect
4637	Sag: Marble Arch ist gegenüber dem Hyde Park	4637.wav	the marble arch is across to hyde park	incorrect	correct
4638	Frag: Wo ist das British Museum?	4638.wav	where is the british museum	correct	correct
4639	Frag: Wo ist das British Museum?	4639.wav	where is the british museum	correct	correct
4640	Frag: Wo ist Big Ben?	4640.wav	where is the big ben	incorrect	correct
4641	Frag: Welcher Bus fährt dorthin?	4641.wav	which bus can i take	correct	correct
4642	Sag: Saint Pauls Cathedral ist nahe der Bank of England	4642.wav	the saint pauls cathedral is near to bank of england	incorrect	correct
4643	Frag: Wo ist das Science Museum?	4643.wav	where is the science museum	correct	correct
4644	Frag: Wo ist der Tower?	4644.wav	where is the tower	correct	correct
4645	Frag: Wo ist der Tower?	4645.wav	where is the tower	correct	correct
4646	Frag: Wo ist der Tower?	4646.wav	where is the tower	correct	correct
4647	Sag: Saint Pauls Cathedral ist nahe der Bank of England	4647.wav	the saint pauls cathedral is near to the bank of england	incorrect	correct
4649	Frag: Sandalen	4649.wav	i would like sandals	correct	correct
4651	Frag: rote Sandalen	4651.wav	i would like red sandals	correct	correct
4652	Frag: Grösse 39	4652.wav	thirty-nine	correct	correct
4653	Frag: Jeans	4653.wav	can i have teen	incorrect	incorrect
4654	Frag: pinkige Jeans	4654.wav	i would like pink jeans	correct	correct
4656	Frag: Wie viel kostet die Jeans?	4656.wav	how much are these jeans	correct	correct
4657	Frag: Wie viel kostet die Jeans?	4657.wav	how much does the jeans cost	incorrect	correct
4658	Sag: Dies ist zu teuer	4658.wav	this is too expensive	correct	correct
4659	Sag: Mir geht es gut	4659.wav	i'm fine	correct	correct
4660	Frag: Stiefel	4660.wav	i would like boots	correct	correct
4661	Frag: blaue Stiefel	4661.wav	i would like blue boots	correct	correct
4662	Frag: Grösse 37	4662.wav	thirty-seven	correct	correct
4663	Frag: ein Hemd	4663.wav	can i have a shirt	correct	correct
4664	Frag: ein gelbes Hemd	4664.wav	i would like a yellow shirt	correct	correct
4667	Frag: eine L	4667.wav	i am a large	correct	correct
4668	Frag: Wie viel kostet es?	4668.wav	how much does it cost	correct	correct
4669	Sag: Das Hemd ist zu teuer	4669.wav	the shirt is too expensive	correct	correct
4670	Frag: Zimmer für 5 Nächte	4670.wav	can i have a room for five nights	correct	correct
4671	Frag: Suite	4671.wav	can i have a suite	correct	correct
4672	Sag: Ich möchte mit Kreditkarte bezahlen	4672.wav	can i pay with credit card	incorrect	correct
4673	Frag: Gibt es einen Coiffeur?	4673.wav	is there a hairdresser	correct	correct
4674	Frag: Wo ist der Coiffeur?	4674.wav	where is the hairdresser	correct	correct
4675	Frag: Wo ist der Coiffeur?	4675.wav	where is the hairdresser	correct	correct
4676	Frag: Wo ist der Coiffeur?	4676.wav	can you give me the direction to the hairdresser	incorrect	correct
4677	Frag: Zimmer für 1 Woche	4677.wav	can i have a room for one night	incorrect	incorrect
4678	Frag: Doppelzimmer	4678.wav	can i have a double roo double room	correct	correct
4679	Frag: Doppelzimmer	4679.wav	can i have a double room	correct	correct
4680	Frag: Doppelzimmer	4680.wav	can i have a double room	correct	correct
4681	Sag: Ich möchte mit Mastercard bezahlen	4681.wav	can i pay with mastercard	correct	correct
4682	Frag: Gibt es einen Lift?	4682.wav	is there a lift	correct	correct
4683	Frag: Gibt es einen Lift?	4683.wav	is there a ascenseur	incorrect	incorrect
4684	Frag: Gibt es einen Lift?	4684.wav	is there a lift	correct	correct
4685	Frag: ein Ticket nach London	4685.wav	can i have a ticket to london	correct	correct
4686	Sag: Ich möchte um 22 Uhr morgen abreisen	4686.wav	i like to leave tomorrow at ten o'clock pm	correct	correct
4687	Sag: Ich heisse John	4687.wav	my name is john	correct	correct
4688	Sag: Ich bin aus Italien	4688.wav	i am from italy	correct	correct
4689	Frag: 4 Tickets nach London	4689.wav	can i have four tickets to london	correct	correct
4690	Sag: Ich möchte am Mittwochabend abreisen	4690.wav	i like to leave at wednesday night	incorrect	correct
4691	Sag: Ich möchte am Mittwochabend abreisen	4691.wav	i like to leave at wednesday evening	incorrect	correct
4692	Sag: Ich möchte am Mittwochabend abreisen	4692.wav	i like to leave at wednesday night	incorrect	correct
4693	Sag: Ich heisse Janet	4693.wav	my name is janet	correct	correct
4694	Sag: Ich bin aus Italien	4694.wav	i'm from italy	correct	correct
4695	Sag: Ich bin aus Italien	4695.wav	i'm from italy	correct	correct
4696	Frag: 3 Tickets nach London	4696.wav	can i have three tickets to london	correct	correct
4697	Sag: Ich möchte am Sonntag abreisen	4697.wav	i like to leave at sunday	incorrect	correct
4698	Sag: Ich heisse Paolo	4698.wav	my name is paolo	correct	correct
4699	Sag: Ich bin aus der Schweiz	4699.wav	i am from swiss	incorrect	correct
4700	Sag: Ich heisse Sarah	4700.wav	my name is sarah	correct	correct
4701	Sag: Ich bin aus Portugal	4701.wav	i am from portugal	correct	correct